crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Pain2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,crossID,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades
SL19-UCONN-S185,295,2020,S185,GOM,185,6_9_2020,185,,SL18-OI-6-FG2,OI,SL18-LD-2-MG2,LD,SL18-OI-6-FG2xSL18-LD-2-MG2,SL19-UCONN-S185,1,1,4,NA,3,3,7.92,0.97,8.17,14.47,1.181927802,190
SL19-UCONN-S186,296,2020,S186,GOM,186,6_9_2020,185,,SL18-CC-12-FG3,CC,SL18-OI-15-MG3,OI,SL18-CC-12-FG3xSL18-OI-15-MG3,SL19-UCONN-S186,3,1,4,NA,3,3,1.93,1.14,1.69,12.67,0.214452877,150
SL19-UCONN-S187,297,2020,S187,GOM,187,6_9_2020,185,,SL18-NC-8-FG3,NC,SL18-OI-15-MG1,OI,SL18-NC-8-FG3xSL18-OI-15-MG1,SL19-UCONN-S187,1,1,4,NA,3,1,0.53,0.885,0.6,11.05,0.065921451,10
SL19-UCONN-S188,298,2020,S188,GOM,188,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-JS-19-MG2,JS,SL18-NC-15-FG3xSL18-JS-19-MG2,SL19-UCONN-S188,1,1,4,NA,3,1,0.04,1.08,0.04,7.88,0.003239634,40
SL19-UCONN-S189,299,2020,S189,GOM,189,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-NC-2-MG3,NC,SL18-CC-11-FG3xSL18-NC-2-MG3,SL19-UCONN-S189,2,1,4,NA,3,3,7.6,0.91,8.35,9.08,0.757613556,260
SL19-UCONN-S19,300,2020,S19,GOM,19,6_9_2020,185,,SL18-SF-19-FG5,SF,SL18-NC-8-MG3,NC,SL18-SF-19-FG5xSL18-NC-8-MG3,SL19-UCONN-S19,1,1,1,NA,4,1,0.44,0.945,NA,NA,NA,10
SL19-UCONN-S190,301,2020,S190,GOM,190,6_9_2020,185,,SL18-CC-12-FG2,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG2xSL18-OI-15-MG2,SL19-UCONN-S190,3,1,4,NA,3,3,8.67,0.985,8.8,11.7,1.030320421,100
SL19-UCONN-S191,302,2020,S191,GOM,191,6_9_2020,185,,SL18-SF-17-FG2,SF,SA18-CB-1-MG13,CB,SL18-SF-17-FG2xSA18-CB-1-MG13,SL19-UCONN-S191,3,1,4,NA,4,2,1.93,0.92,2.09,14.15,0.29622886,20
SL19-UCONN-S192,303,2020,S192,GOM,192,6_9_2020,185,,SL18-OD-10-FG1,OD,SA18-CB-10-MG3,CB,SL18-OD-10-FG1xSA18-CB-10-MG3,SL19-UCONN-S192,2,1,4,NA,4,0,0.02,0.99,NA,NA,NA,0
SL19-UCONN-S193,304,2020,S193,GOM,193,6_9_2020,185,,SL18-SF-19-FG4,SF,SL18-NC-5-MG3,NC,SL18-SF-19-FG4xSL18-NC-5-MG3,SL19-UCONN-S193,1,1,4,NA,4,1,0.02,0.97,NA,NA,NA,0
SL19-UCONN-S194,305,2020,S194,GOM,194,6_9_2020,185,,SL18-JS-5-FG2,JS,SL18-OI-9-MG1,OI,SL18-JS-5-FG2xSL18-OI-9-MG1,SL19-UCONN-S194,1,1,4,NA,4,1,0.07,0.955,NA,NA,NA,0
SL19-UCONN-S195,306,2020,S195,GOM,195,6_9_2020,185,,SL18-CC-7-FG3,CC,SA18-CB-3-MG3,CB,SL18-CC-7-FG3xSA18-CB-3-MG3,SL19-UCONN-S195,1,1,4,NA,4,1,0.25,1.07,0.23,12.42,0.028461319,30
SL19-UCONN-S196,307,2020,S196,GOM,196,6_9_2020,185,,SL18-NC-12-FG3,NC,SA18-CB-4-MG2,CB,SL18-NC-12-FG3xSA18-CB-4-MG2,SL19-UCONN-S196,1,1,4,NA,4,1,0.06,0.99,0.06,9.59,0.005880973,30
SL19-UCONN-S197,308,2020,S197,GOM,197,6_9_2020,185,,SL18-NL-5-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-5-FG1xSA18-CB-7-MG2,SL19-UCONN-S197,1,1,4,NA,5,1,0.16,1.03,0.15,10.34,0.015852145,30
SL19-UCONN-S198,309,2020,S198,GOM,198,6_9_2020,185,,SL18-OI-15-FG3,OI,SL18-NC-2-MG3,NC,SL18-OI-15-FG3xSL18-NC-2-MG3,SL19-UCONN-S198,1,1,4,NA,5,1,0.41,0.92,0.44,12.16,0.05362655,30
SL19-UCONN-S199,310,2020,S199,GOM,199,6_9_2020,185,,SL18-CC-5-FG1,CC,SL18-OI-9-MG2,OI,SL18-CC-5-FG1xSL18-OI-9-MG2,SL19-UCONN-S199,1,1,4,NA,5,0,0.04,1.03,NA,NA,NA,0
SL19-UCONN-S2,311,2020,S2,GOM,2,6_9_2020,185,,SL18-SF-17-FG2,SF,SL18-OI-4-MG3,OI,SL18-SF-17-FG2xSL18-OI-4-MG3,SL19-UCONN-S2,3,1,1,NA,1,2,1.95,1.11,1.76,11.05,0.194399721,0
SL19-UCONN-S20,312,2020,S20,GOM,20,6_9_2020,185,,SL18-NC-10-FG3,NC,SL18-NL-5-MG2,NL,SL18-NC-10-FG3xSL18-NL-5-MG2,SL19-UCONN-S20,1,1,1,NA,4,2,0.51,0.99,0.52,10.55,0.054416662,100
SL19-UCONN-S200,313,2020,S200,GOM,200,6_9_2020,185,,SL18-NC-8-FG3,NC,SL18-OI-18-MG3,OI,SL18-NC-8-FG3xSL18-OI-18-MG3,SL19-UCONN-S200,1,1,4,NA,5,0,0.01,0.99,NA,NA,NA,0
SL19-UCONN-S201,314,2020,S201,GOM,201,6_9_2020,185,,SL18-CC-8-FG2,CC,SL18-LD-9-MG1,LD,SL18-CC-8-FG2xSL18-LD-9-MG1,SL19-UCONN-S201,3,1,4,NA,5,3,3.37,0.96,3.51,11.08,0.389114621,140
SL19-UCONN-S202,315,2020,S202,GOM,202,6_9_2020,185,,SL18-NC-8-FG2,NC,SA18-CB-7-MG1,CB,SL18-NC-8-FG2xSA18-CB-7-MG1,SL19-UCONN-S202,1,1,4,NA,5,0,0.16,0.885,NA,NA,NA,0
SL19-UCONN-S203,316,2020,S203,GOM,203,6_9_2020,185,,SL18-NC-2-FG2,NC,SL18-JS-19-MG2,JS,SL18-NC-2-FG2xSL18-JS-19-MG2,SL19-UCONN-S203,1,1,4,NA,6,1,1.53,1.01,1.51,12.45,0.188514603,20
SL19-UCONN-S204,317,2020,S204,GOM,204,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-OD-10-MG3,OD,SL18-CC-3-FG3xSL18-OD-10-MG3,SL19-UCONN-S204,3,1,4,NA,6,0,0.03,1.03,NA,NA,NA,0
SL19-UCONN-S205,318,2020,S205,GOM,205,6_9_2020,185,,SL18-NL-3-FG3,NL,SL18-NC-9-MG2,NC,SL18-NL-3-FG3xSL18-NC-9-MG2,SL19-UCONN-S205,3,1,4,NA,6,3,5.27,0.98,5.38,11.93,0.641466594,110
SL19-UCONN-S206,319,2020,S206,GOM,206,6_9_2020,185,,SL18-OI-6-FG3,OI,SL18-CC-11-MG5,CC,SL18-OI-6-FG3xSL18-CC-11-MG5,SL19-UCONN-S206,3,1,4,NA,6,3,8.62,0.94,9.17,11.03,1.011867361,300
SL19-UCONN-S207,320,2020,S207,GOM,207,6_9_2020,185,,SL18-CC-8-FG1,CC,SL18-OI-7-MG1,OI,SL18-CC-8-FG1xSL18-OI-7-MG1,SL19-UCONN-S207,3,1,4,NA,6,2,0.82,1.01,0.81,9.31,0.075510606,50
SL19-UCONN-S208,321,2020,S208,GOM,208,6_9_2020,185,,SL18-JS-5-FG1,JS,SL18-OI-14-MG1,OI,SL18-JS-5-FG1xSL18-OI-14-MG1,SL19-UCONN-S208,1,1,4,NA,6,2,0.17,0.97,0.18,11.24,0.019950677,10
SL19-UCONN-S209,322,2020,S209,GOM,209,6_9_2020,185,,SL18-OI-15-FG1,OI,SL18-SF-15-MG1,SF,SL18-OI-15-FG1xSL18-SF-15-MG1,SL19-UCONN-S209,1,1,4,NA,7,1,0.4,1.01,0.4,11.17,0.044145672,10
SL19-UCONN-S21,323,2020,S21,GOM,21,6_9_2020,185,,SL18-NC-5-FG3,NC,SL18-NL-3-MG1,NL,SL18-NC-5-FG3xSL18-NL-3-MG1,SL19-UCONN-S21,3,1,1,NA,4,0,0.24,0.98,0.25,9.82,0.024201424,10
SL19-UCONN-S210,324,2020,S210,GOM,210,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-OI-11-MG4,OI,SL18-NC-10-FG1xSL18-OI-11-MG4,SL19-UCONN-S210,1,1,4,NA,7,2,1.1,1.22,0.91,12.89,0.116699363,60
SL19-UCONN-S211,325,2020,S211,GOM,211,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-CC-1-MG11,CC,SL18-JS-16-FG1xSL18-CC-1-MG11,SL19-UCONN-S211,3,1,4,NA,7,1,0.23,0.83,0.28,9.25,0.025832277,50
SL19-UCONN-S212,326,2020,S212,GOM,212,6_9_2020,185,,SL18-NL-7-FG4,NL,SL18-JS-5-MG1,JS,SL18-NL-7-FG4xSL18-JS-5-MG1,SL19-UCONN-S212,1,1,4,NA,7,1,0.12,0.89,0.13,16,0.021161566,0
SL19-UCONN-S213,327,2020,S213,GOM,213,6_9_2020,185,,SL18-SF-17-FG2,SF,SA18-CB-7-MG2,CB,SL18-SF-17-FG2xSA18-CB-7-MG2,SL19-UCONN-S213,3,1,4,NA,7,3,5.24,0.98,5.35,11.89,0.635797122,160
SL19-UCONN-S214,328,2020,S214,GOM,214,6_9_2020,185,,SL18-CC-12-FG2,CC,SL18-JS-6-MG1,JS,SL18-CC-12-FG2xSL18-JS-6-MG1,SL19-UCONN-S214,1,1,4,NA,7,1,0.62,0.99,0.63,10.56,0.066193426,60
SL19-UCONN-S215,329,2020,S215,GOM,215,6_9_2020,185,,SL18-CC-9-FG3,CC,SL18-JS-9-MG3,JS,SL18-CC-9-FG3xSL18-JS-9-MG3,SL19-UCONN-S215,1,1,4,NA,8,2,0.61,0.955,0.64,13.16,0.084498909,50
SL19-UCONN-S216,330,2020,S216,GOM,216,6_9_2020,185,,SL18-OI-15-FG3,OI,SL18-LL-9-MG4,LL,SL18-OI-15-FG3xSL18-LL-9-MG4,SL19-UCONN-S216,1,1,4,NA,8,1,0.32,1.02,0.31,11.33,0.035383477,10
SL19-UCONN-S217,331,2020,S217,GOM,217,6_9_2020,185,,SL18-LL-9-FG5,LL,SA18-CB-10-MG3,CB,SL18-LL-9-FG5xSA18-CB-10-MG3,SL19-UCONN-S217,3,1,4,NA,8,1,0.27,1.01,0.27,13.99,0.037293246,50
SL19-UCONN-S218,332,2020,S218,GOM,218,6_9_2020,185,,SL18-OI-17-FG1,OI,SL18-JS-5-MG1,JS,SL18-OI-17-FG1xSL18-JS-5-MG1,SL19-UCONN-S218,1,1,4,NA,8,1,0.32,1.068,0.3,9.95,0.029377605,50
SL19-UCONN-S219,333,2020,S219,GOM,219,6_9_2020,185,,SL18-CC-5-FG2,CC,SL18-NC-10-MG2,NC,SL18-CC-5-FG2xSL18-NC-10-MG2,SL19-UCONN-S219,3,1,4,NA,8,3,1.76,1.025,1.72,13.23,0.226865114,180
SL19-UCONN-S22,334,2020,S22,GOM,22,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-OI-5-MG2,OI,SL18-CC-11-FG3xSL18-OI-5-MG2,SL19-UCONN-S22,2,1,1,NA,4,1,0.17,1.03,0.16,10.51,0.017138395,70
SL19-UCONN-S220,335,2020,S220,GOM,220,6_9_2020,185,,SL18-OI-11-FG3,OI,SL18-NC-2-MG1,NC,SL18-OI-11-FG3xSL18-NC-2-MG1,SL19-UCONN-S220,3,1,4,NA,9,3,7.92,1.01,7.84,12.46,0.976864551,170
SL19-UCONN-S221,336,2020,S221,GOM,221,6_9_2020,185,,SL18-NC-9-FG2,NC,SL18-JS-11-MG3,JS,SL18-NC-9-FG2xSL18-JS-11-MG3,SL19-UCONN-S221,1,1,4,NA,9,2,1.05,0.99,1.06,15.37,0.163135424,100
SL19-UCONN-S222,337,2020,S222,GOM,222,6_9_2020,185,,SL18-CC-2-FG4,CC,SA18-CB-10-MG3,CB,SL18-CC-2-FG4xSA18-CB-10-MG3,SL19-UCONN-S222,3,1,4,NA,9,1,0.07,1.02,0.07,14.04,0.009443727,50
SL19-UCONN-S223,338,2020,S223,GOM,223,6_9_2020,185,,SL18-NC-5-FG1,NC,SL18-NL-9-MG3,NL,SL18-NC-5-FG1xSL18-NL-9-MG3,SL19-UCONN-S223,2,1,4,NA,9,1,0.05,0.87,NA,NA,NA,10
SL19-UCONN-S224,339,2020,S224,GOM,224,6_9_2020,185,,SL18-LD-9-FG4,LD,SL18-OI-6-MG2,OI,SL18-LD-9-FG4xSL18-OI-6-MG2,SL19-UCONN-S224,3,1,4,NA,9,3,3.81,1,3.81,12.58,0.479252814,210
SL19-UCONN-S225,340,2020,S225,GOM,225,6_9_2020,185,,SL18-LD-4-FG3,LD,SA18-CB-4-MG1,CB,SL18-LD-4-FG3xSA18-CB-4-MG1,SL19-UCONN-S225,1,1,4,NA,9,1,0.79,1.014,0.78,12.03,0.093646141,50
SL19-UCONN-S226,341,2020,S226,GOM,226,6_9_2020,185,,SL18-CC-3-FG2,CC,SL18-OI-11-MG3,OI,SL18-CC-3-FG2xSL18-OI-11-MG3,SL19-UCONN-S226,3,1,4,NA,10,3,2.53,0.99,2.56,13.5,0.344977353,120
SL19-UCONN-S227,342,2020,S227,GOM,227,6_9_2020,185,,SL18-JS-5-FG2,JS,SA18-CB-3-MG3,CB,SL18-JS-5-FG2xSA18-CB-3-MG3,SL19-UCONN-S227,2,1,4,NA,10,1,1.04,1.03,1.01,12.8,0.128990541,40
SL19-UCONN-S228,343,2020,S228,GOM,228,6_9_2020,185,,SL18-OI-9-FG4,OI,SA18-CB-1-MG12,CB,SL18-OI-9-FG4xSA18-CB-1-MG12,SL19-UCONN-S228,3,1,4,NA,10,3,5.26,0.98,5.37,16.67,0.895148854,110
SL19-UCONN-S229,344,2020,S229,GOM,229,6_9_2020,185,,SL18-NC-2-FG3,NC,SL18-OI-4-MG2,OI,SL18-NC-2-FG3xSL18-OI-4-MG2,SL19-UCONN-S229,1,1,4,NA,10,1,0.22,0.955,0.23,11.77,0.02750741,40
SL19-UCONN-S23,345,2020,S23,GOM,23,6_9_2020,185,,SL18-CC-3-FG2,CC,SA18-CB-4-MG2,CB,SL18-CC-3-FG2xSA18-CB-4-MG2,SL19-UCONN-S23,3,1,1,NA,5,2,1.5,0.99,1.52,13.37,0.202603383,150
SL19-UCONN-S230,346,2020,S230,GOM,230,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-NC-11-MG3,NC,SL18-CC-3-FG3xSL18-NC-11-MG3,SL19-UCONN-S230,3,1,4,NA,10,1,0.8,1,0.8,16.39,0.13109628,10
SL19-UCONN-S231,347,2020,S231,GOM,231,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-LD-9-MG2,LD,SL18-JS-9-FG2xSL18-LD-9-MG2,SL19-UCONN-S231,2,1,4,NA,11,1,0.97,0.95,1.02,12.74,0.130562379,20
SL19-UCONN-S232,348,2020,S232,GOM,232,6_9_2020,185,,SL18-NC-5-FG2,NC,SL18-JS-11-MG3,JS,SL18-NC-5-FG2xSL18-JS-11-MG3,SL19-UCONN-S232,2,1,4,NA,11,2,0.13,0.93,0.15,10.46,0.015173946,10
SL19-UCONN-S233,349,2020,S233,GOM,233,6_9_2020,185,,SL18-CC-8-FG1,CC,SL18-OI-18-MG3,OI,SL18-CC-8-FG1xSL18-OI-18-MG3,SL19-UCONN-S233,3,1,5,NA,1,3,2.43,0.894,2.72,13.59,0.368921013,200
SL19-UCONN-S234,350,2020,S234,GOM,234,6_9_2020,185,,SL18-CC-9-FG3,CC,SL18-JS-16-MG2,JS,SL18-CC-9-FG3xSL18-JS-16-MG2,SL19-UCONN-S234,1,1,5,NA,1,1,0.24,0.96,NA,NA,NA,20
SL19-UCONN-S235,351,2020,S235,GOM,235,6_9_2020,185,,SL18-CC-6-FG3,CC,SL18-JS-9-MG2,JS,SL18-CC-6-FG3xSL18-JS-9-MG2,SL19-UCONN-S235,3,1,5,NA,1,2,1.58,0.92,1.71,10.66,0.182633664,120
SL19-UCONN-S236,352,2020,S236,GOM,236,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-JS-19-MG1,JS,SL18-NC-11-FG1xSL18-JS-19-MG1,SL19-UCONN-S236,2,1,5,NA,1,1,0.41,1.002,0.41,9.12,0.037304798,40
SL19-UCONN-S237,353,2020,S237,GOM,237,6_9_2020,185,,SL18-NC-1-FG3,NC,SL18-NL-5-MG3,NL,SL18-NC-1-FG3xSL18-NL-5-MG3,SL19-UCONN-S237,1,1,5,NA,1,1,0.12,0.86,0.14,10.45,0.014555032,30
SL19-UCONN-S238,354,2020,S238,GOM,238,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-NC-15-MG4,NC,SL18-JS-9-FG2xSL18-NC-15-MG4,SL19-UCONN-S238,3,1,5,NA,1,0,0.03,0.992,NA,NA,NA,0
SL19-UCONN-S239,355,2020,S239,GOM,239,6_9_2020,185,,SL18-NC-9-FG3,NC,SL18-OD-5-MG2,OD,SL18-NC-9-FG3xSL18-OD-5-MG2,SL19-UCONN-S239,1,1,5,NA,2,0,0.04,0.9825,NA,NA,NA,0
SL19-UCONN-S24,356,2020,S24,GOM,24,6_9_2020,185,,SL18-NL-7-FG4,NL,SA18-CB-1-MG12,CB,SL18-NL-7-FG4xSA18-CB-1-MG12,SL19-UCONN-S24,2,1,1,NA,5,2,0.52,0.925,0.56,13.28,0.073979465,120
SL19-UCONN-S240,357,2020,S240,GOM,240,6_9_2020,185,,SL18-CC-1-FG1,CC,SL18-NC-15-MG3,NC,SL18-CC-1-FG1xSL18-NC-15-MG3,SL19-UCONN-S240,3,1,5,NA,2,3,5.91,1,5.91,12.53,0.740682368,880
SL19-UCONN-S241,358,2020,S241,GOM,241,6_9_2020,185,,SL18-JS-9-FG3,JS,SA18-CB-10-MG1,CB,SL18-JS-9-FG3xSA18-CB-10-MG1,SL19-UCONN-S241,1,1,5,NA,2,1,0.14,1.03,0.13,11.43,0.015308314,20
SL19-UCONN-S242,359,2020,S242,GOM,242,6_9_2020,185,,SL18-NL-7-FG4,NL,SL18-CC-7-MG1,CC,SL18-NL-7-FG4xSL18-CC-7-MG1,SL19-UCONN-S242,3,1,5,NA,2,1,0.34,0.95,0.36,12.13,0.043857902,30
SL19-UCONN-S243,360,2020,S243,GOM,243,6_9_2020,185,,SL18-JS-9-FG3,JS,SL18-LD-13-MG3,LD,SL18-JS-9-FG3xSL18-LD-13-MG3,SL19-UCONN-S243,1,1,5,NA,2,0,0.01,1.01,NA,NA,NA,0
SL19-UCONN-S244,361,2020,S244,GOM,244,6_9_2020,185,,SL18-CC-1-FG1,CC,SL18-CC-4-MG11,CC,SL18-CC-1-FG1xSL18-CC-4-MG11,SL19-UCONN-S244,2,1,5,NA,2,3,2.97,1,2.97,11.61,0.344700631,160
SL19-UCONN-S245,362,2020,S245,GOM,245,6_9_2020,185,,SL18-CC-10-FG5,CC,SA18-CB-4-MG3,CB,SL18-CC-10-FG5xSA18-CB-4-MG3,SL19-UCONN-S245,3,1,5,NA,3,1,0.1,0.993,NA,NA,NA,50
SL19-UCONN-S246,363,2020,S246,GOM,246,6_9_2020,185,,SL18-CC-5-FG2,CC,SL18-NC-9-MG2,NC,SL18-CC-5-FG2xSL18-NC-9-MG2,SL19-UCONN-S246,1,1,5,NA,3,3,1.48,0.925,1.59,12.92,0.206048658,210
SL19-UCONN-S247,364,2020,S247,GOM,247,6_9_2020,185,,SL18-OI-2-FG4,OI,SL18-CC-7-MG1,CC,SL18-OI-2-FG4xSL18-CC-7-MG1,SL19-UCONN-S247,1,1,5,NA,3,0,0.73,0.83,NA,NA,NA,0
SL19-UCONN-S248,365,2020,S248,GOM,248,6_9_2020,185,,SA18-CB-9-FG1,CB,SL18-JS-19-MG1,JS,SA18-CB-9-FG1xSL18-JS-19-MG1,SL19-UCONN-S248,3,1,5,NA,3,3,6.32,0.997,6.34,13.53,0.857575582,150
SL19-UCONN-S249,366,2020,S249,GOM,249,6_9_2020,185,,SL18-NL-3-FG1,NL,SL18-OD-3-MG1,OD,SL18-NL-3-FG1xSL18-OD-3-MG1,SL19-UCONN-S249,2,1,5,NA,3,3,0.8,1.03,0.77,12.39,0.096011073,120
SL19-UCONN-S25,367,2020,S25,GOM,25,6_9_2020,185,,SL18-CC-5-FG3,CC,SA18-CB-1-MG12,CB,SL18-CC-5-FG3xSA18-CB-1-MG12,SL19-UCONN-S25,3,1,1,NA,5,3,2.25,1.07,2.1,11.47,0.240570651,70
SL19-UCONN-S250,368,2020,S250,GOM,250,6_9_2020,185,,SL18-CC-8-FG2,CC,SL18-NC-5-MG3,NC,SL18-CC-8-FG2xSL18-NC-5-MG3,SL19-UCONN-S250,1,1,5,NA,3,2,0.34,1.04,0.32,8.9,0.02886746,120
SL19-UCONN-S251,369,2020,S251,GOM,251,6_9_2020,185,,SL18-JS-6-FG3,JS,SA18-CB-5-MG3,CB,SL18-JS-6-FG3xSA18-CB-5-MG3,SL19-UCONN-S251,1,1,5,NA,4,1,0.11,0.9,NA,NA,NA,0
SL19-UCONN-S252,370,2020,S252,GOM,252,6_9_2020,185,,SL18-NL-2-FG1,NL,SL18-JS-5-MG3,JS,SL18-NL-2-FG1xSL18-JS-5-MG3,SL19-UCONN-S252,1,1,5,NA,4,0,0.03,1.03,NA,NA,NA,0
SL19-UCONN-S253,371,2020,S253,GOM,253,6_9_2020,185,,SL18-CC-6-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-6-FG1xSL18-JS-5-MG2,SL19-UCONN-S253,1,1,5,NA,4,0,0.04,1.03,NA,NA,NA,20
SL19-UCONN-S254,372,2020,S254,GOM,254,6_9_2020,185,,SL18-CC-1-FG3,CC,SL18-OI-7-MG2,OI,SL18-CC-1-FG3xSL18-OI-7-MG2,SL19-UCONN-S254,3,1,5,NA,4,1,0.14,0.91,0.15,8.9,0.013323473,20
SL19-UCONN-S255,373,2020,S255,GOM,255,6_9_2020,185,,SL18-CC-6-FG3,CC,SL18-OI-14-MG2,OI,SL18-CC-6-FG3xSL18-OI-14-MG2,SL19-UCONN-S255,3,1,5,NA,4,2,0.78,0.86,0.91,13.02,0.11803921,30
SL19-UCONN-S256,374,2020,S256,GOM,256,6_9_2020,185,,SL18-OI-2-FG4,OI,SL18-OI-14-MG2,OI,SL18-OI-2-FG4xSL18-OI-14-MG2,SL19-UCONN-S256,3,1,5,NA,4,1,0.07,1,NA,NA,NA,30
SL19-UCONN-S257,375,2020,S257,GOM,257,6_9_2020,185,,SL18-NC-5-FG1,NC,SL18-JS-5-MG2,JS,SL18-NC-5-FG1xSL18-JS-5-MG2,SL19-UCONN-S257,1,1,5,NA,5,1,0.08,0.99,0.08,9.55,0.007788449,20
SL19-UCONN-S258,376,2020,S258,GOM,258,6_9_2020,185,,SL18-NC-12-FG2,NC,SA18-CB-3-MG1,CB,SL18-NC-12-FG2xSA18-CB-3-MG1,SL19-UCONN-S258,3,1,5,NA,5,3,2.72,0.99,2.75,13.79,0.379091481,230
SL19-UCONN-S259,377,2020,S259,GOM,259,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-OD-6-MG3,OD,SL18-CC-3-FG3xSL18-OD-6-MG3,SL19-UCONN-S259,3,1,5,NA,5,3,4.61,0.96,4.81,11.72,0.563352197,130
SL19-UCONN-S26,378,2020,S26,GOM,26,6_9_2020,185,,SL18-CC-6-FG2,CC,SL18-OI-14-MG1,OI,SL18-CC-6-FG2xSL18-OI-14-MG1,SL19-UCONN-S26,3,1,1,NA,5,3,2.12,1,2.12,11,0.233120687,130
SL19-UCONN-S260,379,2020,S260,GOM,260,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-3-MG2,CB,SL18-JS-19-FG3xSA18-CB-3-MG2,SL19-UCONN-S260,3,1,5,NA,5,2,0.31,1.011,0.31,10.52,0.032183786,130
SL19-UCONN-S261,380,2020,S261,GOM,261,6_9_2020,185,,SL18-NC-12-FG2,NC,SL18-NL-5-MG2,NL,SL18-NC-12-FG2xSL18-NL-5-MG2,SL19-UCONN-S261,3,1,5,NA,5,2,1.05,0.975,NA,NA,NA,240
SL19-UCONN-S262,381,2020,S262,GOM,262,6_9_2020,185,,SL18-NC-12-FG3,NC,SL18-OI-7-MG3,OI,SL18-NC-12-FG3xSL18-OI-7-MG3,SL19-UCONN-S262,1,1,5,NA,6,1,0.15,0.962,0.16,9.41,0.014940295,30
SL19-UCONN-S263,382,2020,S263,GOM,263,6_9_2020,185,,SL18-JS-5-FG1,JS,SA18-CB-1-MG12,CB,SL18-JS-5-FG1xSA18-CB-1-MG12,SL19-UCONN-S263,3,1,5,NA,6,2,0.79,1,0.79,9.25,0.073085831,140
SL19-UCONN-S264,383,2020,S264,GOM,264,6_9_2020,185,,SL18-JS-16-FG3,JS,SA18-CB-4-MG3,CB,SL18-JS-16-FG3xSA18-CB-4-MG3,SL19-UCONN-S264,3,1,5,NA,6,2,0.93,0.92,1.01,9.87,0.099304978,130
SL19-UCONN-S265,384,2020,S265,GOM,265,6_9_2020,185,,SL18-OI-4-FG2,OI,SA18-CB-7-MG2,CB,SL18-OI-4-FG2xSA18-CB-7-MG2,SL19-UCONN-S265,2,1,5,NA,6,3,10.54,0.87,12.11,16.67,2.019239106,630
SL19-UCONN-S266,385,2020,S266,GOM,266,6_9_2020,185,,SL18-NC-2-FG2,NC,SA18-CB-3-MG2,CB,SL18-NC-2-FG2xSA18-CB-3-MG2,SL19-UCONN-S266,1,1,5,NA,6,1,0.1,0.95,NA,NA,NA,0
SL19-UCONN-S267,386,2020,S267,GOM,267,6_9_2020,185,,SL18-NL-2-FG3,NL,SL18-JS-16-MG2,JS,SL18-NL-2-FG3xSL18-JS-16-MG2,SL19-UCONN-S267,3,1,5,NA,6,1,0.15,1.01,0.15,15.63,0.023107443,50
SL19-UCONN-S268,387,2020,S268,GOM,268,6_9_2020,185,,SL18-NC-1-FG1,NC,SL18-NC-12-MG3,NC,SL18-NC-1-FG1xSL18-NC-12-MG3,SL19-UCONN-S268,3,1,5,NA,7,3,1,1,1,9.97,0.09967743,170
SL19-UCONN-S269,388,2020,S269,GOM,269,6_9_2020,185,,SL18-NC-5-FG1,NC,SL18-OI-9-MG3,OI,SL18-NC-5-FG1xSL18-OI-9-MG3,SL19-UCONN-S269,1,1,5,NA,7,1,0.17,1,0.17,9.65,0.016405407,40
SL19-UCONN-S27,389,2020,S27,GOM,27,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-OD-5-MG2,OD,SL18-JS-16-FG3xSL18-OD-5-MG2,SL19-UCONN-S27,3,1,1,NA,5,1,0.68,0.79,0.87,10.83,0.09385691,90
SL19-UCONN-S270,390,2020,S270,GOM,270,6_9_2020,185,,SL18-CC-8-FG3,CC,SL18-NC-11-MG3,NC,SL18-CC-8-FG3xSL18-NC-11-MG3,SL19-UCONN-S270,3,1,5,NA,7,1,0.75,0.87,0.86,12.5,0.107604648,60
SL19-UCONN-S271,391,2020,S271,GOM,271,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-CC-1-MG2,CC,SL18-NC-15-FG3xSL18-CC-1-MG2,SL19-UCONN-S271,1,1,5,NA,7,3,0.91,0.92,0.98,10.2,0.100402733,90
